video_id,frame_id,shot_id
L21_V01,24843,193
L21_V01,24868,193
L21_V01,24893,193
L21_V01,24918,193
L21_V01,24943,193
L21_V01,24968,193
L21_V01,24993,193
L21_V01,24996,193
L21_V01,24997,194
L21_V01,25022,194
L21_V01,25047,194
L21_V01,25061,194
L21_V01,25062,195
L21_V01,25087,195
L21_V01,25112,195
L21_V01,25116,195
L21_V01,25117,196
L21_V01,25142,196
L21_V01,25167,196
L21_V01,25177,196
L21_V01,25178,197
L21_V01,25203,197
L21_V01,25228,197
L21_V01,25237,197
L21_V01,25238,198
L21_V01,25263,198
L21_V01,25282,198
L21_V01,25283,199
L21_V01,25308,199
L21_V01,25319,199
L21_V01,25320,200
L21_V01,25345,200
L21_V01,25370,200
L21_V01,25386,200
L21_V01,25387,201
L21_V01,25412,201
L21_V01,25437,201
L21_V01,25460,201
L21_V01,25461,202
L21_V01,25486,202
L21_V01,25509,202
L21_V01,25510,203
L21_V01,25535,203
L21_V01,25553,203
L21_V01,25554,204
L21_V01,25579,204
L21_V01,25602,204
L21_V01,25603,205
L21_V01,25628,205
L21_V01,25653,205
L21_V01,25678,205
L21_V01,25693,205
L21_V01,25694,206
L21_V01,25719,206
L21_V01,25744,206
L21_V01,25769,206
L21_V01,25775,206
L21_V01,25776,207
L21_V01,25801,207
L21_V01,25826,207
L21_V01,25851,207
L21_V01,25874,207
L21_V01,25875,208
L21_V01,25900,208
L21_V01,25925,208
L21_V01,25931,208
L21_V01,25932,209
L21_V01,25957,209
L21_V01,25975,209
L21_V01,25976,210
L21_V01,26001,210
L21_V01,26026,210
L21_V01,26050,210
L21_V01,26051,211
L21_V01,26076,211
L21_V01,26098,211
L21_V01,26099,212
L21_V01,26124,212
L21_V01,26149,212
L21_V01,26157,212
L21_V01,26158,213
L21_V01,26183,213
L21_V01,26206,213
L21_V01,26207,214
L21_V01,26232,214
L21_V01,26257,214
L21_V01,26258,214
L21_V01,26259,215
L21_V01,26284,215
L21_V01,26308,215
L21_V01,26309,216
L21_V01,26334,216
L21_V01,26359,216
L21_V01,26361,216
L21_V01,26362,217
L21_V01,26387,217
L21_V01,26411,217
L21_V01,26412,218
L21_V01,26437,218
L21_V01,26462,218
L21_V01,26463,219
L21_V01,26488,219
L21_V01,26500,219
L21_V01,26501,220
L21_V01,26526,220
L21_V01,26550,220
L21_V01,26551,221
L21_V01,26576,221
L21_V01,26601,221
L21_V01,26626,221
L21_V01,26651,221
L21_V01,26676,221
L21_V01,26701,221
L21_V01,26713,221
L21_V01,26714,222
L21_V01,26739,222
L21_V01,26764,222
L21_V01,26787,222
L21_V01,26788,223
L21_V01,26813,223
L21_V01,26838,223
L21_V01,26863,223
L21_V01,26888,223
L21_V01,26913,223
L21_V01,26938,223
L21_V01,26963,223
L21_V01,26988,223
L21_V01,27013,223
L21_V01,27038,223
L21_V01,27063,223
L21_V01,27088,223
L21_V01,27113,223
L21_V01,27138,223
L21_V01,27147,223
L21_V01,27148,224
L21_V01,27173,224
L21_V01,27198,224
L21_V01,27206,224
L21_V01,27207,225
L21_V01,27232,225
L21_V01,27257,225
L21_V01,27270,225
L21_V01,27271,226
L21_V01,27296,226
L21_V01,27321,226
L21_V01,27337,226
L21_V01,27338,227
L21_V01,27363,227
L21_V01,27376,227
L21_V01,27377,228
L21_V01,27402,228
L21_V01,27415,228
L21_V01,27416,229
L21_V01,27441,229
L21_V01,27466,229
L21_V01,27481,229
L21_V01,27482,230
L21_V01,27507,230
L21_V01,27526,230
L21_V01,27527,231
L21_V01,27552,231
L21_V01,27564,231
L21_V01,27565,232
L21_V01,27590,232
L21_V01,27615,232
L21_V01,27628,232
L21_V01,27629,233
L21_V01,27654,233
L21_V01,27679,233
L21_V01,27704,233
L21_V01,27706,233
L21_V01,27707,234
L21_V01,27732,234
L21_V01,27757,234
L21_V01,27760,234
L21_V01,27761,235
L21_V01,27786,235
L21_V01,27808,235
L21_V01,27809,236
L21_V01,27834,236
L21_V01,27859,236
L21_V01,27875,236
L21_V01,27876,237
L21_V01,27901,237
L21_V01,27926,237
L21_V01,27948,237
L21_V01,27949,238
L21_V01,27974,238
L21_V01,27999,238
L21_V01,28019,238
L21_V01,28020,239
L21_V01,28045,239
L21_V01,28070,239
L21_V01,28090,239
L21_V01,28091,240
L21_V01,28116,240
L21_V01,28141,240
L21_V01,28164,240
L21_V01,28165,241
L21_V01,28190,241
L21_V01,28215,241
L21_V01,28231,241
L21_V01,28232,242
L21_V01,28257,242
L21_V01,28282,242
L21_V01,28304,242
L21_V01,28305,243
L21_V01,28330,243
L21_V01,28355,243
L21_V01,28375,243
L21_V01,28376,244
L21_V01,28401,244
L21_V01,28426,244
L21_V01,28446,244
L21_V01,28447,245
L21_V01,28472,245
L21_V01,28497,245
L21_V01,28522,245
L21_V01,28535,245
L21_V01,28536,246
L21_V01,28561,246
L21_V01,28572,246
L21_V01,28573,247
L21_V01,28598,247
L21_V01,28620,247
L21_V01,28621,248
L21_V01,28646,248
L21_V01,28671,248
L21_V01,28696,248
L21_V01,28721,248
L21_V01,28727,248
L21_V01,28728,249
L21_V01,28753,249
L21_V01,28778,249
L21_V01,28803,249
L21_V01,28828,249
L21_V01,28835,249
L21_V01,28836,250
L21_V01,28861,250
L21_V01,28886,250
L21_V01,28900,250
L21_V01,28901,251
L21_V01,28926,251
L21_V01,28951,251
L21_V01,28976,251
L21_V01,28977,252
L21_V01,29002,252
L21_V01,29027,252
L21_V01,29052,252
L21_V01,29055,252
L21_V01,29056,253
L21_V01,29081,253
L21_V01,29106,253
L21_V01,29126,253
L21_V01,29127,254
L21_V01,29152,254
L21_V01,29177,254
L21_V01,29201,254
L21_V01,29202,255
L21_V01,29227,255
L21_V01,29252,255
L21_V01,29273,255
L21_V01,29274,256
L21_V01,29299,256
L21_V01,29324,256
L21_V01,29334,256
L21_V01,29335,257
L21_V01,29360,257
L21_V01,29385,257
L21_V01,29387,257
L21_V01,29388,258
L21_V01,29413,258
L21_V01,29438,258
L21_V01,29463,258
L21_V01,29465,258
L21_V01,29466,259
L21_V01,29491,259
L21_V01,29516,259
L21_V01,29541,259
L21_V01,29566,259
L21_V01,29573,259
L21_V01,29574,260
L21_V01,29599,260
L21_V01,29624,260
L21_V01,29649,260
L21_V01,29674,260
L21_V01,29699,260
L21_V01,29724,260
L21_V01,29749,260
L21_V01,29774,260
L21_V01,29799,260
L21_V01,29824,260
L21_V01,29849,260
L21_V01,29874,260
L21_V01,29899,260
L21_V01,29924,260
L21_V01,29949,260
L21_V01,29974,260
L21_V01,29999,260
L21_V01,30024,260
L21_V01,30049,260
L21_V01,30074,260
L21_V01,30099,260
L21_V01,30124,260
L21_V01,30149,260
L21_V01,30174,260
L21_V01,30199,260
L21_V01,30224,260
L21_V01,30249,260
L21_V01,30274,260
L21_V01,30299,260
L21_V01,30324,260
L21_V01,30349,260
L21_V01,30374,260
L21_V01,30399,260
L21_V01,30424,260
L21_V01,30449,260
L21_V01,30474,260
L21_V01,30499,260
L21_V01,30523,260
L21_V01,30524,261
L21_V01,30549,261
L21_V01,30550,262
L21_V01,30575,262
L21_V01,30600,262
L21_V01,30605,262
L21_V01,30606,263
L21_V01,30631,263
L21_V01,30640,263
L21_V01,30641,264
L21_V01,30666,264
L21_V01,30691,264
L21_V01,30704,264
L21_V01,30705,265
L21_V01,30730,265
L21_V01,30755,265
L21_V01,30764,265
L21_V01,30765,266
L21_V01,30790,266
L21_V01,30813,266
L21_V01,30814,267
L21_V01,30839,267
L21_V01,30864,267
L21_V01,30875,267
L21_V01,30876,268
L21_V01,30901,268
L21_V01,30926,268
L21_V01,30951,268
L21_V01,30976,268
L21_V01,30977,269
L21_V01,31002,269
L21_V01,31027,269
L21_V01,31052,269
L21_V01,31076,269
L21_V01,31077,270
L21_V01,31102,270
L21_V01,31127,270
L21_V01,31132,270
L21_V01,31133,271
L21_V01,31158,271
L21_V01,31183,271
L21_V01,31208,271
L21_V01,31233,271
L21_V01,31258,271
L21_V01,31283,271
L21_V01,31308,271
L21_V01,31333,271
L21_V01,31347,271
L21_V01,31348,272
L21_V01,31373,272
L21_V01,31398,272
L21_V01,31404,272
L21_V01,31405,273
L21_V01,31430,273
L21_V01,31455,273
L21_V01,31480,273
L21_V01,31499,273
L21_V01,31500,274
L21_V01,31525,274
L21_V01,31550,274
L21_V01,31575,274
L21_V01,31600,274
L21_V01,31622,274
L21_V01,31623,275
L21_V01,31648,275
L21_V01,31670,275
L21_V01,31671,276
L21_V01,31696,276
L21_V01,31721,276
L21_V01,31746,276
L21_V01,31771,276
L21_V01,31796,276
L21_V01,31821,276
L21_V01,31846,276
L21_V01,31871,276
L21_V01,31896,276
L21_V01,31921,276
L21_V01,31946,276
L21_V01,31971,276
L21_V01,31996,276
L21_V01,32021,276
L21_V01,32046,276
L21_V01,32071,276
L21_V01,32096,276
L21_V01,32107,276
L21_V01,32108,277
L21_V01,32133,277
L21_V01,32158,277
L21_V01,32163,277
L21_V01,32164,278
L21_V01,32189,278
L21_V01,32214,278
L21_V01,32231,278
L21_V01,32232,279
L21_V01,32249,279
L21_V01,32250,280
L21_V01,32264,280
L21_V01,32265,281
L21_V01,32274,281
L21_V01,32275,282
L21_V01,32289,282
L21_V01,32290,283
L21_V01,32301,283
L21_V01,32302,284
L21_V01,32327,284
L21_V01,32332,284
L21_V01,32333,285
L21_V01,32358,285
L21_V01,32371,285
L21_V01,32372,286
L21_V01,32397,286
L21_V01,32422,286
L21_V01,32437,286
L21_V01,32438,287
L21_V01,32463,287
L21_V01,32488,287
L21_V01,32489,287
L21_V01,32490,288
L21_V01,32515,288
L21_V01,32540,288
L21_V01,32563,288
L21_V01,32564,289
L21_V01,32589,289
L21_V01,32614,289
L21_V01,32628,289
L21_V01,32629,290
L21_V01,32654,290
L21_V01,32679,290
L21_V01,32680,291
L21_V01,32705,291
L21_V01,32730,291
L21_V01,32755,291
L21_V01,32780,291
L21_V01,32805,291
L21_V01,32830,291
L21_V01,32855,291
L21_V01,32873,291
L21_V01,32874,292
L21_V01,32899,292
L21_V01,32924,292
L21_V01,32949,292
L21_V01,32974,292
L21_V01,32999,292
L21_V01,33024,292
L21_V01,33049,292
L21_V01,33074,292
L21_V01,33099,292
L21_V01,33124,292
L21_V01,33149,292
L21_V01,33174,292
L21_V01,33199,292
L21_V01,33224,292
L21_V01,33249,292
L21_V01,33274,292
L21_V01,33299,292
L21_V01,33324,292
L21_V01,33349,292
L21_V01,33374,292
L21_V01,33398,292
L21_V01,33399,293
L21_V01,33424,293
L21_V01,33449,293
L21_V01,33474,293
L21_V01,33497,293
L21_V01,33498,294
L21_V01,33523,294
L21_V01,33548,294
L21_V01,33573,294
L21_V01,33594,294
L21_V01,33595,295
L21_V01,33619,295
L21_V01,33620,296
L21_V01,33645,296
L21_V01,33670,296
L21_V01,33673,296
L21_V01,33674,297
L21_V01,33695,297
L21_V01,33696,298
L21_V01,33721,298
L21_V01,33726,298
L21_V01,33727,299
L21_V01,33752,299
L21_V01,33765,299
L21_V01,33766,300
L21_V01,33791,300
L21_V01,33816,300
L21_V01,33818,300
L21_V01,33819,301
L21_V01,33844,301
